Stations,Drones,Iteration,APCount,Distance,APDistance,FlightTime,APFlightTime
20,3,10,16,4926.150768401531,4812.4411069859025,3.4056063493419275,3.4672273875126622
20,4,1,16,6437.291267766682,6284.665363486242,3.703820650659787,3.701179895602712
20,4,2,15,5972.5677382245885,5816.207274353206,3.285289904438879,3.2425311702777613
20,4,3,14,5170.111276451836,5080.919873635197,3.1307957777392508,3.1576921075440345
20,4,4,16,5919.945221863643,5845.268284397244,3.1517530213022695,3.115609204578429
20,4,5,14,6472.190832948347,5822.457838187036,3.71634042036779,3.458706389075462
20,4,6,15,5265.938757526783,4655.444644161553,2.65160767275671,2.9628351093578966
20,4,7,15,5880.043460512955,5489.040158678983,3.3860130572279163,2.6917491986239526
20,4,8,15,5342.92365322683,5154.054941785097,3.248528701228806,3.1537434918621368
20,4,9,14,5957.108068118447,5959.034000063811,3.360639776768383,3.369439287517218
20,4,10,15,5635.577576562665,5408.807328034626,3.337922712798476,3.2372844058297505
20,5,1,14,6144.161819716621,5798.722887641273,3.0677878547933672,3.037703432039748
20,5,2,15,5988.097559996551,5644.41805805726,3.180154454099913,2.858494928242011
20,5,3,15,5844.447155712777,5360.098775486796,2.8106158923443396,2.8004545396323115
20,5,4,17,6416.9495965697715,5812.919658697923,3.3029157644158853,2.9469959772242547
20,5,5,15,6395.261437814378,6117.6507532320375,2.8491644169765404,2.81710426537733
20,5,6,13,5715.192531030778,5133.671315135099,2.8121120070734977,2.7291460158461898
20,5,7,17,6431.649749514042,5830.892657253169,3.2700875909086387,3.3848477539066812
20,5,8,16,6766.420056491921,5811.640175598897,3.3456956207918553,3.546692151724397
20,5,9,8,6615.716104064227,5037.502746128812,3.0140446233346894,2.8475497480373364
20,5,10,17,6284.09205067939,5631.754178711607,3.2865969773987076,3.172841060465665
20,6,1,13,5580.950325715444,5073.1490117214535,2.9330275300489363,2.8928083608542488
20,6,2,14,6665.697187869457,5994.175539450624,2.9523910361905354,2.9180739192158947
20,6,3,17,6341.076616550086,6126.610526330667,3.3173200029777936,3.221676651392644
20,6,4,14,5757.3348981127665,6157.702709990473,2.7654830105729897,2.855367786914132
20,6,5,15,6061.884293959129,5572.683539238322,2.6345000937600096,3.0255252180733168
20,6,6,14,5528.682206294645,5621.301286953097,3.001350448337876,2.4534830763546998
20,6,7,12,6696.4952242723375,6636.323327803388,3.042758385629514,2.9229154115642233
20,6,8,17,6253.8749856402865,6703.214624506292,3.078137308621863,3.169811909529122
20,6,9,12,5995.574231386583,6473.194306387831,3.4639850441406015,3.189488663859234
20,6,10,12,6943.140870680011,6809.710267357587,2.9058609606618577,2.6143220391089477
20,7,1,10,7046.127336076795,5285.893095752232,2.970434265941483,2.9522493710109847
20,7,2,12,6698.582157450702,5558.430722786206,2.685110104789277,2.7404848355511446
20,7,3,15,7805.511593953942,6264.609909539296,2.9861577825318415,3.215499871843069
20,7,4,14,7641.043876949232,6869.518284838012,2.9121716947993144,2.7452565852569326
20,7,5,18,8133.176829043796,7800.609158491672,3.016350466965685,3.3069035739858035
20,7,6,14,7833.78182480973,7890.381658552465,3.188112346520038,3.1471187469137747
20,7,7,13,7659.825271422569,6828.075551622,2.726288898825543,2.8027962536041224
20,7,8,16,7569.416284431278,6489.652656400434,2.640791586778192,2.640791586778192
20,7,9,12,7700.527716506849,6138.501783394555,2.873668266726696,2.7498876199306177
20,7,10,14,8290.051537176603,7754.292176349796,2.838015251906315,2.8317262112261328
20,8,1,15,8616.55253603394,9413.67539749154,3.263798182369076,2.9967075271710706
20,8,2,17,7623.456140544126,7230.2073862593725,2.7456184788770273,2.9501464014429115
20,8,3,17,8336.027045586388,7306.151309455968,3.275237123764502,3.275237123764502
20,8,4,17,6625.302594972678,6375.242156609039,3.2650968207470443,2.97601645623303
20,8,5,15,8182.676814955012,8337.771296802846,2.9500238928376525,3.116916432309225
20,8,6,14,7635.3280169640675,7502.047567288091,2.9171177638297947,2.866475261255931
20,8,7,14,7164.5313275236795,7389.542424666277,2.7623638965404465,2.5971297843895975
20,8,8,15,7699.771827164986,7719.164150867028,2.62909132497995,2.60496884606328
20,8,9,14,6828.384435192846,6725.057974837141,2.46706770826577,2.76501525597685
20,8,10,13,6586.846649495918,6582.587019141491,2.467524381946756,2.4458341271204485
20,9,1,17,7023.2400522214075,8142.466543575375,2.798124859297094,2.389157284019644
20,9,2,16,8708.184616966237,9627.602756610124,3.2432081133094632,2.749095250040064
20,9,3,16,7771.437028362457,8552.292706656173,3.6216737040247478,3.5709774523202458
20,9,4,15,7190.440778074556,7361.628681318082,2.581052507861364,2.577269812211803
20,9,5,16,7726.930619449686,8789.061125077402,3.273970800464961,2.732502595663475
20,9,6,12,7942.775738882068,6662.958352887892,3.072842411634319,2.968809740828661
20,9,7,16,7513.325313495098,8310.71226976286,3.5521986757366135,2.772434328127363
20,9,8,13,7071.087822607851,7070.014693253794,2.7977349416260857,2.701838077023387
20,9,9,15,8621.599978463373,9270.282168852968,3.0874369794003877,2.7273909681790474
20,9,10,11,7870.338235634033,6617.775842255983,2.805729808355958,2.9211807092422357
20,10,1,14,11357.10860839285,8678.341505960467,2.9480669345527675,2.9480669345527675
20,10,2,14,8721.899772544637,5998.350322573637,2.4261265357974677,2.4261265357974677
20,10,3,15,10380.81386851849,8118.600050572685,3.0504579823510793,3.5351741815831312
20,10,4,17,9490.820333016807,8118.0271037685525,2.448802352410797,2.448802352410797
20,10,5,15,9084.250071808707,7096.520322105024,2.6111796943887047,2.471967431928852
20,10,6,14,9523.145038833394,6935.6976299648695,2.7371721246912046,2.7371721246912046
20,10,7,12,9978.868346963423,5850.711674339164,2.7213204724683235,2.781266447374766
20,10,8,18,10412.448388341054,10362.287037306929,3.3757950818249807,3.3757950818249807
20,10,9,13,8708.021546674881,6513.714551948037,2.356300824668193,2.575261671592482
20,10,10,14,9299.651295084883,6580.71756776085,3.2170276819517887,2.970351932033302
25,1,1,13,3625.678542955834,3114.639723368598,6.714219523992285,5.767851339571478
25,1,2,17,4292.660410599871,3961.821481937734,7.949371130740502,7.336706448032841
25,1,3,17,3953.9411612634317,3633.0855770689886,7.322113261598949,6.72793625383146
25,1,4,14,4026.566694274881,3375.3096046606433,7.456604989397928,6.250573341964155
25,1,5,17,4008.7260053167397,3675.792831897024,7.423566676512481,6.807023762772267
25,1,6,16,4176.004737786032,3795.1171591350676,7.733342107011171,7.0279947391390145
25,1,7,15,3939.867734682575,3684.576825458085,7.296051360523287,6.823290417514972
25,1,8,19,3883.4621508117584,3698.7924633987473,7.191596575577331,6.849615672960644
25,1,9,16,3908.1505790853184,3632.747654883196,7.2373158871950345,6.727310472005919
25,1,10,14,3698.8927812510337,3433.965497810372,6.849801446761175,6.359195366315504
25,2,1,15,3904.9668120545452,3451.8666031933953,3.855591363260249,3.2636122176760742
25,2,2,14,3669.479777373052,3335.348806603405,3.516163479422114,3.3012107987445805
25,2,3,16,4725.7899421377115,4098.585866576522,4.522504300167725,3.9580098883834407
25,2,4,14,4330.308302524707,3827.913902336505,4.153592655436543,3.5451219414993873
25,2,5,16,4385.596124487251,3727.7957552402886,4.449684005185312,3.579055240610713
25,2,6,18,4523.444493667232,4479.822530818128,4.214674838577193,4.194594704829934
25,2,7,15,3892.8299536616264,3644.678251014102,3.739202451231298,3.4957614957967547
25,2,8,17,4323.663398556032,5510.943649550049,4.310922894253711,5.86492320174289
25,2,9,19,5180.050125774142,4004.457576226596,5.211435132810582,3.980338326980741
25,2,10,19,4625.977894640488,5610.210694505768,4.434246926300337,5.4525381474301655
25,3,1,18,5374.986709075834,5346.128939274042,3.733808307250126,3.453562857823313
25,3,2,17,4910.476264763333,4382.020119125725,3.2343437192755835,3.0810669405292286
25,3,3,18,4802.310014835573,4708.660833898701,3.75208376616143,3.0166572546143646
25,3,4,15,5658.52222215381,4759.559914766741,3.6294262708328775,3.1474975637459712
25,3,5,15,4816.144181859955,4595.618674323705,3.2553646138888004,3.008825960350074
25,3,6,15,5306.258969895494,4883.919496823699,3.4318618938201118,3.4753014798480453
25,3,7,16,5461.362456800397,4590.786636009494,3.9706987784401786,3.316705255724606
25,3,8,18,5992.068201239049,5698.565990284465,4.233329095213626,4.216827269232248
25,3,9,20,5362.007544462802,5229.714086250133,4.044242852179302,3.434965710749859
25,3,10,15,5067.35106371379,4894.885110157598,3.416727507226005,3.1471061641321976
25,4,1,12,5337.625255128309,5058.788924150058,3.3922910635550285,2.976275692527711
25,4,2,14,5985.6924263812225,5002.2008815966055,3.603343127557719,3.2445687213671044
25,4,3,14,4902.758522862101,4539.716672358534,3.2933531669059204,3.258463839591202
25,4,4,18,5872.329494035897,5550.123114184792,3.4280171819331255,3.3266858682547453
25,4,5,15,5708.608597047272,5623.863493913016,3.2424219819458324,2.988750751712117
25,4,6,16,6632.932864076828,5713.117335158942,3.467313662019841,2.90681895868558
25,4,7,16,5366.311865746529,4760.341403587636,3.303959003508074,2.48829052731421
25,4,8,13,5530.511657145099,4921.718613518043,3.5282307021777504,2.841549703272082
25,4,9,19,6247.65035438015,6034.565147536221,3.640582509527975,3.0750985158703426
25,4,10,15,5597.086199106516,5861.689888181587,3.6506223967744815,3.3415511350265628
25,5,1,18,6287.412070775146,5767.004795211957,2.7863073196335963,2.8156156612751273
25,5,2,17,5990.7440205684015,6154.686709433292,3.198929005227787,3.1156733427968533
25,5,3,16,6614.321688084847,5798.186167954547,3.76103285578597,3.5890124309683378
25,5,4,17,6018.162383233637,5323.16454307251,2.722780400017828,2.5394531239071223
25,5,5,16,6615.427749267748,5794.1888445749155,2.9169467563708396,3.3606214760679354
25,5,6,14,6451.721076941799,4973.624538092201,2.732336290227408,2.6792594678939254
25,5,7,16,6734.189628324273,5021.195713780935,2.784300012211075,2.629105868671724
25,5,8,17,6568.167814611782,5900.815330947838,2.9312922938265755,3.134698532171432
25,5,9,18,5983.232005775715,5717.281106387617,2.8150344135432657,2.7497764458041725
25,5,10,17,6651.315541189589,6289.86661270604,3.668603085985561,3.4360156848126646
25,6,1,17,7820.33422712028,7554.377743664541,3.9266240684054106,3.2092847595731127
25,6,2,16,6790.670473611017,6490.470456534273,3.1650725329455547,3.324143648777707
25,6,3,17,7019.317738978996,7334.455585373237,3.754073969192892,3.0741738468696704
25,6,4,13,6393.443132350001,5762.547186705488,2.742131327358271,3.0198412721583474
25,6,5,19,6612.133471074479,6568.701781460125,3.4496935340618204,3.4503066167840677
25,6,6,17,6709.793909301349,7177.726626694894,3.477867820945835,3.4127986472800123
25,6,7,20,6451.159451360586,6581.852287360112,2.9428613661248377,2.9395382938162475
25,6,8,15,5412.984210541226,5571.840204631208,3.2253084973384962,2.9250261857167197
25,6,9,20,6266.987368988428,6097.524498510589,2.626421904165494,2.7874365888689265
25,6,10,19,6754.251511586221,6389.309831184362,3.3544985325986993,3.125614257370288
25,7,1,17,7029.267861926639,6325.350744252113,3.0743677169031405,2.656715677209463
25,7,2,17,7519.972322698312,6736.942967668284,3.098045604772913,2.7528793264099582
25,7,3,15,6803.817968110704,5538.327395920316,2.834166945444007,2.7371450338793677
25,7,4,18,7515.096437084586,6880.603640134643,2.8523277470215977,2.851365226742554
25,7,5,16,8436.894146786526,7050.137279973809,2.9385645946372865,2.8680545168025726
25,7,6,16,7222.384750485094,6653.520600288648,2.9773234183713484,2.7637224889072263
25,7,7,18,6841.671245148597,7004.032781603101,2.8484459083822875,2.9560896930167293
25,7,8,14,7639.259826932345,7595.690273561715,2.4632444564003504,2.3705067486286118
25,7,9,14,6993.426739173064,6152.493791357422,2.8205196984515366,2.6425507277227336
25,7,10,15,7487.074429805459,6099.506529446278,3.2365712492100576,3.217198551087815
25,8,1,17,8004.6857384992745,7407.926756166232,3.229724061704873,3.0182744071412846
25,8,2,18,7617.861937028637,7061.78340705148,3.334193342292055,3.1866466914153913
25,8,3,17,8833.280876450122,7579.865826336656,3.0021626003885284,2.8948452418345823
25,8,4,18,8812.328877897879,8526.291957603997,3.2577422054103495,3.256653334327699
25,8,5,16,7859.039374516356,9108.988704523872,3.078098198274266,2.827133893721609
25,8,6,12,5900.400534940502,5134.978710402132,2.2329236879473244,2.237563594584608
25,8,7,20,8459.8529593292,8778.058423262322,2.9170293950862485,3.356894411217772
25,8,8,16,7866.7119933863,8868.268222249404,3.1787054023371035,2.876642605206176
25,8,9,17,7355.149499174731,6631.807704660032,2.929089053187858,2.7308551608542793
25,8,10,16,6691.193839073752,7598.982187063795,3.1598345711861655,2.6716206933107625
25,9,1,15,8406.127250476917,7405.343188707946,2.5245321628639523,2.8273129803597112
25,9,2,14,8732.482556154426,6879.868443850852,2.931567619348657,2.899806354114792
25,9,3,15,9419.318165885836,8099.029197143824,2.803665344452066,2.8886515559965487
25,9,4,17,9435.037503158737,8593.501667953575,2.832963537508071,2.794835703889906
25,9,5,15,8791.182210556462,7909.592623634694,3.023335153208296,2.9832538516279152
25,9,6,15,9415.257379898798,8022.140400767597,3.1543831042512087,3.1496785049586538
25,9,7,19,9243.080157737944,7535.65477432288,2.665666588321429,3.0901168798654703
25,9,8,16,8833.853355899624,7987.527270858371,2.679546059002301,2.5921952111259774
25,9,9,18,8836.361330373482,9056.33102002313,3.0687034135100255,2.739629587410004
25,9,10,15,8457.37479803998,7895.727054642844,3.2258434893244967,2.868136567384696
25,10,1,17,9316.175160027127,8664.712084797953,2.641538004094243,2.630263160234671
25,10,2,18,8702.881082287387,9049.407981291644,3.3303802653473475,2.842835499892103
25,10,3,15,8489.490509565949,7977.526940491217,3.0999472900890455,3.0996153958488684
25,10,4,15,9370.323732147683,8500.554517334187,2.7596292521173953,2.70783874315946
25,10,5,18,8832.983491906427,9606.29812730606,3.396692619401339,2.899991412928416
25,10,6,15,9172.401827042533,7850.442541420721,2.7332531151160446,3.0224675374204986
25,10,7,18,7506.5754554931755,8253.766396096651,2.714694431020548,2.6340821539009274
25,10,8,17,8713.296321093128,8615.965339895562,2.705076458376886,2.675679756917492
25,10,9,19,8418.165248927797,8384.508626047444,2.570957718594087,2.4623238710722064
25,10,10,15,8999.100984073786,7417.935626075705,2.8612946243099024,2.6684357919271036
45,1,1,23,5259.587051606091,4714.168729076287,9.739976021492764,8.729942090882012
45,1,2,24,5375.486779812738,4137.386088289754,9.954605147801367,7.661826089425471
45,1,3,17,5059.325287200056,4194.820755651768,9.369120902222326,7.76818658454031
45,1,4,22,5033.619070876565,4356.606405844052,9.321516797919564,8.067789640451949
45,1,5,25,5301.901024820156,4661.36788290552,9.818335231148437,8.632162746121333
45,1,6,21,4921.006625717898,4137.242951929359,9.112975232810923,7.661561022091405
45,1,7,20,4952.467523586768,4035.9969144049296,9.171236154790313,7.474068360009129
45,1,8,18,4788.423154544301,3684.641346651378,8.867450286193149,6.823409901206256
45,1,9,26,5528.226262075383,4453.8752972878165,10.237456040880339,8.247917217199662
45,1,10,19,5013.124578263287,4078.9306969655604,9.2835640338209,7.553575364751039
45,2,1,22,6648.53763462497,4592.163639068372,6.634827369648775,4.371249094960973
45,2,2,25,6528.724207227378,4817.403878812853,6.602006505974633,4.766999032880824
45,2,3,24,7024.794836797981,4866.522396357803,6.755247736505095,4.7029796540285655
45,2,4,20,6903.666058746972,4285.221895863751,6.607971240182733,4.003752608579644
45,2,5,22,6149.323248300391,5392.614447646556,6.56246668039963,5.209029561594522
45,2,6,24,6286.499588487561,5736.733936409088,6.222115123506127,6.053857557652808
45,2,7,25,6608.528957253418,6425.643079518848,6.1918447981958735,6.018702222944657
45,2,8,23,6603.958307494094,5762.608139519376,6.259011402995808,5.8782261355492516
45,2,9,23,6569.919214164747,4672.036752608851,6.611952150579613,4.513902453639331
45,2,10,21,6362.6449947149795,4484.6758711492475,6.731244431131274,4.527553217221695
45,3,1,26,8480.859830787529,6294.029389602348,5.934726904411976,5.141878404086698
45,3,2,23,8441.585593017311,5260.960948345493,6.039765728773268,3.524982697534587
45,3,3,21,6410.697373219924,4949.556169173101,5.463743554793867,3.554305247927368
45,3,4,20,7491.303097391079,5091.94810038541,6.257950419710073,3.4603780420479255
45,3,5,18,7756.817236027206,5390.720251024353,6.065182002745364,3.6027570991020537
45,3,6,22,8124.354002804645,5044.883977879574,5.662356548149654,3.8000332359441837
45,3,7,20,6540.565226261878,5392.516266761986,5.164786487837662,3.669999451980376
45,3,8,25,7993.283741148372,5711.4456266110965,6.01387640133175,3.905745043052324
45,3,9,22,6420.153210576906,5981.559673239302,4.209353046735052,5.4340986179841995
45,3,10,23,7381.324840778185,5488.8158918311765,5.365782282549504,3.689425694249263
45,4,1,20,6833.356130813223,6021.000053641998,3.50973265139101,3.8330560584982583
45,4,2,22,7084.717565814377,6232.135600767308,4.1379193267721055,3.5890718056881337
45,4,3,19,6537.836305450997,5452.902259496396,3.3966428910877053,3.001257829049465
45,4,4,20,7657.549549669746,6067.610008681578,3.7675494942980206,3.1614939493917045
45,4,5,27,7287.779900343342,6298.58995287366,4.059711648670345,3.4480914289734237
45,4,6,23,7069.251275902074,5997.298655531126,3.759420618663275,3.0032862809544523
45,4,7,20,6949.080475372943,6106.165017740679,3.8543201691703075,3.1520918018551365
45,4,8,22,6716.088775611617,6578.045305505071,4.075245571420707,4.0758987643103355
45,4,9,23,6548.101120964697,6182.971343472314,3.6572768604178667,3.127546200011286
45,4,10,22,7235.887013690502,6149.641796463528,4.18222338866795,3.474647255741624
45,5,1,20,7456.559668928773,6570.620250595584,3.2220220132411113,3.396818106488065
45,5,2,25,7545.353002725937,7119.633651395661,3.1922086324071706,2.977788463102408
45,5,3,26,7810.9807649671875,6704.241865681834,3.535339131632729,3.347131078335474
45,5,4,22,7910.87656756662,6641.390765699746,3.9966273935181276,3.2230518995924546
45,5,5,24,8314.896537071461,7061.582063267942,3.7273758288825487,3.2929207755905257
45,5,6,22,7976.515690759573,6662.38026902811,3.2294114697463505,3.159455396664945
45,5,7,21,8085.756247399051,6621.974411502541,3.7204280964530816,3.2006648401865445
45,5,8,24,7771.83854143364,7132.900224456682,3.881938249662716,3.5703972335757492
45,5,9,26,8031.651088120049,6486.424144450935,3.7007116630263535,3.6368360367880017
45,5,10,20,8043.348063933742,6238.518023727818,3.285465638647706,2.8448201675442912
45,6,1,25,8343.576622248365,7244.531303211834,3.745173921574188,3.0937763162649947
45,6,2,23,8302.88142683404,7779.539535524844,3.3692923165312467,3.142641729529924
45,6,3,21,8060.555184154181,6569.282080649205,3.0489917831573283,2.837458496971173
45,6,4,22,8461.107494248794,7427.095960084835,3.547453226291615,3.4393203746177883
45,6,5,22,8230.170118251408,6756.174165869445,3.387290165588373,2.9895370861168216
45,6,6,25,8970.358403974447,7125.512103447878,3.545006839162692,3.227489224963326
45,6,7,26,8563.64044911181,7915.191883893245,3.8210853114611467,3.29945017853959
45,6,8,22,8121.009892997708,6966.311797809267,3.1684341285521103,3.226074613098782
45,6,9,22,8883.714083866218,7545.956390586816,3.597066939036007,3.377794480431887
45,6,10,22,8449.69620142882,6958.048659936193,3.352024807492812,3.0590583510860028
45,7,1,21,8141.027263544881,7416.704647259252,3.0602787513814778,2.7276129837884784
45,7,2,20,8240.711595558207,7988.78433663656,3.307763245442371,2.9406504612543314
45,7,3,20,9872.954528849961,8702.032991536078,3.57276487476775,2.9958663860447237
45,7,4,22,8815.178936633149,7032.403934804989,3.2389069950229437,2.5543586094210755
45,7,5,21,8529.794256281995,8251.82117945109,2.9532937111166486,3.4271690178129868
45,7,6,26,8895.464166120555,8230.085208203453,3.168266760556577,2.9441799760941643
45,7,7,19,8727.030245580108,7789.199394199666,3.423352724547496,3.154443271427024
45,7,8,24,8574.735295064134,7490.338021353091,3.5708424291710394,2.9275309617795893
45,7,9,27,9005.772725447216,8271.48493586214,3.037891226257375,2.9496966449092885
45,7,10,21,9083.940487334827,8560.55694980421,3.3379705155745114,3.0925315490421146
45,8,1,22,10848.801005288815,8694.142018982793,3.25361391892634,3.0302970800967715
45,8,2,22,9396.44673712019,8055.91525020498,3.037376960233074,3.052057851639354
45,8,3,28,10346.940352687361,9221.128818946792,3.2048599033439675,3.6098395115620034
45,8,4,24,9613.303360472259,9368.952417532295,3.01620505424662,2.9737632425497464
45,8,5,23,9410.947104985022,8978.378245907,2.864542137755733,3.2330605729216795
45,8,6,23,8914.098407098138,8557.424138732635,3.07397135146777,2.9030017966353685
45,8,7,23,9778.885400385727,9095.363779831525,3.7110550727172877,3.1204904632042108
45,8,8,24,9825.72323323208,9339.631795489595,2.9716018165573073,2.898940160641502
45,8,9,23,9069.097203765305,9050.929078886105,3.3789490971175704,2.9397928899644894
45,8,10,20,10191.251460428788,8859.636912674057,3.323585334150187,2.8733675771579916
45,9,1,20,9546.895536020545,7055.386984685804,2.849481409084804,2.847351560948016
45,9,2,25,10394.734814973026,9778.139627971022,3.0648608315508095,3.0598096024425687
45,9,3,23,10516.874433514862,8523.263515678445,3.008578599166371,2.814743150465238
45,9,4,20,10661.347434709958,7785.361365760098,2.877031898744723,2.9954454732034512
45,9,5,21,10143.273121135957,8081.347346677211,3.018393990231477,2.88300435944147
45,9,6,23,10517.958958939867,8272.0531157566,3.125828202514488,2.9451625105697885
45,9,7,25,10839.46304284537,9954.480053494368,2.995886875130968,2.998147351002841
45,9,8,20,10952.215629714749,7991.014463637139,3.3513387771791296,3.1120812231003425
45,9,9,21,10211.15826311749,8115.926506537173,2.999102116580685,2.9332650124508604
45,9,10,23,10243.162850811157,9453.52852094664,3.5153068687763427,2.97429053516434
45,10,1,20,9995.0318234216,9705.312430573824,3.2630700896114266,2.677866017918892
45,10,2,21,11568.295818192713,8582.002291578485,3.0737081168199296,2.9405651356845195
45,10,3,22,10221.839022667647,8866.02189510046,3.0038155094955865,2.968320168336485
45,10,4,22,11678.471351978256,8340.036887581527,3.009539037140554,3.0635007646498638
45,10,5,26,11496.691921512978,9652.115944465919,3.0136536078219076,3.0968638669973916
45,10,6,24,10975.487839722402,9939.038320663978,2.931762973460475,3.2477424351234587
45,10,7,25,11074.936356852533,9815.369970734268,3.0279836693316775,3.245691785181896
45,10,8,25,11543.802713857593,9606.556034224557,3.013642284588085,3.192173961182808
45,10,9,21,10983.835667102729,8532.592475722557,3.10999467201967,3.159741000296733
45,10,10,21,11412.740288072113,8447.109647319436,2.9493132189362474,3.161135824484236
60,1,1,25,5581.074964311076,4487.564702530726,10.335324007983473,8.31030500468653
60,1,2,22,5485.857495594124,4345.470046128741,10.158995362211343,8.047166752090263
60,1,3,25,5926.519047319069,4145.399985468569,10.975035272813091,7.676666639756611
60,1,4,26,5740.854885304895,4505.284793971674,10.63121275056462,8.343119988836435
60,1,5,25,5990.291459007439,4705.785845610546,11.093132331495259,8.714418232612122
60,1,6,26,6114.079879898095,4597.404011949031,11.322370147959436,8.513711133238948
60,1,7,26,5764.694052022433,4681.85731466956,10.675359355597099,8.670106138276964
60,1,8,26,6042.385018881286,4731.8638929978315,11.189601886817195,8.762710912958948
60,1,9,23,5428.9417704715015,4139.238465517168,10.053595871243523,7.665256417624387
60,1,10,24,5595.703252410021,4240.6529403737795,10.362413430388928,7.853061000692185
60,2,1,24,7389.993383825549,4905.98136031828,7.363436651471034,5.02521241573004
60,2,2,27,7439.578633028541,5381.0450296834115,7.092198577664274,5.016012406777531
60,2,3,24,7536.799387987246,6191.422295231629,7.039730198825797,6.407585262915832
60,2,4,24,7401.088314569576,6437.618499059008,6.925488868429028,6.887430970634921
60,2,5,28,7470.874195083272,6421.943438035203,7.763330524320419,6.106060141964262
60,2,6,23,7049.26323573339,5558.109224266733,7.218853256187118,5.848378595205951
60,2,7,23,7077.498975220718,5828.093803724605,7.63456007052825,5.697973259171723
60,2,8,26,7009.343123307741,5994.112921466476,7.045861733785197,5.701739976893545
60,2,9,27,7561.850566594627,6262.905606008633,7.911550527138736,6.087618177058301
60,2,10,23,6994.836776535188,4295.955414881937,6.616686147671247,4.493997178662133
60,3,1,24,7474.857616069552,5675.0251088417335,5.836949217732035,3.6215925499547397
60,3,2,23,8116.918374189452,5602.504738015883,5.158091483504913,3.534978594339518
60,3,3,20,7829.094546877276,5792.361220416604,5.4174692922968095,4.283114538568191
60,3,4,23,8334.42913573172,6004.7286495924845,5.605769944438409,4.143270058272296
60,3,5,26,7454.187196137182,5534.582011753815,5.996303627443832,3.7667113236648095
60,3,6,25,8639.196811541786,5882.118576442344,6.109910749702834,4.047458799543612
60,3,7,23,7228.46168715416,5326.247117609011,4.675986588862596,3.682521948681421
60,3,8,27,7685.791356215183,5739.512886126719,5.8894523305939055,3.9997538259170446
60,3,9,25,9499.309784504847,5845.146576962955,6.542871362775158,3.944080783741966
60,3,10,23,8005.5266308111995,5651.592740884262,5.815955070342744,4.053734988100395
60,4,1,23,9402.60846495781,6340.1516084452405,4.593743796830195,3.4001950258625264
60,4,2,23,8870.89732400301,6565.558729757484,5.775204350869516,3.213343025155872
60,4,3,29,10442.335799825418,6874.979312069041,5.331741510903726,3.7400490256420196
60,4,4,22,8932.800162068095,6367.025891131381,6.277768694936048,3.514636640096725
60,4,5,30,8589.938528923847,7547.9686950457035,4.660538137017099,3.7315550054489757
60,4,6,27,8223.465184381364,6368.369235156633,4.922444903247648,3.5560748883239026
60,4,7,22,7818.669538255726,6135.30064277633,4.1473696036945285,3.3245151401563553
60,4,8,21,8091.766075516785,5844.708078758663,4.531957887870869,3.568768985855129
60,4,9,24,7547.769497496516,6501.245621603161,4.268768184614982,3.1323006030014438
60,4,10,25,8900.605662408161,6381.320394075668,5.428258288351619,3.489028977233392
60,5,1,25,7969.833550140298,6723.056551684401,3.704707778431283,3.276458006371348
60,5,2,25,8221.19115572011,6782.297843345145,3.5971579060234378,3.083256829839808
60,5,3,25,8531.01436973045,7187.463913772701,3.7883160691070903,3.0245974343794377
60,5,4,30,8430.782540675242,7584.677122127587,3.428850717489908,3.5059554839846645
60,5,5,28,8869.405932393236,7375.994484265597,4.241780479913977,3.4538359030838683
60,5,6,27,8473.523662551213,6691.255464791566,3.4902897440773066,2.9878122932620075
60,5,7,20,9086.124633104811,6957.463377163227,4.009898013456852,2.9705555032185296
60,5,8,24,8973.45382129628,6789.891628897838,3.9854704745827156,3.329649472359437
60,5,9,26,8581.425329455584,6478.420085741644,3.873436314508141,3.2482539763131317
60,5,10,22,8783.634253759621,6112.006656483557,4.032987011403189,3.055101702039374
60,6,1,25,9370.482507950685,7293.121736553264,3.4476248543498524,3.3593504187557723
60,6,2,20,9532.779721821296,6730.246308474592,3.5300088132612113,3.0423268907426144
60,6,3,25,9264.386572929887,7311.815526166694,3.8275216466900455,3.340750580505976
60,6,4,26,8587.008649736938,7490.300797000957,3.5204658588501947,3.4237251224231566
60,6,5,26,9374.409654876443,7308.239665946076,3.3541871995007906,2.9861818140155294
60,6,6,27,9253.41060784628,7621.880108383659,3.4683639781960407,3.447547848312169
60,6,7,23,8348.718795442768,7428.606744643547,3.300758495324591,2.8334395212850705
60,6,8,26,9716.706003709673,7987.802220887896,3.5865796122852833,3.340129083090484
60,6,9,25,9535.822991659923,7376.660637846939,4.1679577348378345,3.534784243918179
60,6,10,26,9370.308827061126,7628.957494592361,3.2160003682832827,3.261970739780742
60,7,1,23,10025.917777164303,7542.465532807519,3.5510011070508702,2.9939116578660205
60,7,2,24,9814.491414215901,7614.479085706003,3.430827688533445,3.005954500954725
60,7,3,24,9776.03976382489,7983.242393063067,3.8044815456748,3.0643168067668403
60,7,4,27,9409.20160892291,8050.422023627554,3.32459916903984,2.8440978925496476
60,7,5,22,10051.588432164577,7237.8812111643065,3.0231434685532674,3.230820420848213
60,7,6,22,8802.191678915253,6765.542773454836,3.2801457939276895,3.261773474696292
60,7,7,24,9758.008853000232,8109.601371551165,3.4852578289648055,3.4326255784029858
60,7,8,28,9879.945959299937,9189.138752434461,3.5013887325332917,3.204898875005618
60,7,9,28,10157.105810268129,9049.415463642034,3.550028055480084,3.40009958855734
